     time   lidar_F   lidar_R      gyro compass_x compass_y
  10.2300  7.737677  4.620357 -0.570252 -0.655659  0.746976
  10.2350  6.428367  4.915197 -0.589136 -0.707610  0.725175
  10.2400  7.086199  4.586332 -0.581116 -0.621369  0.702468
  10.2450  7.364686  4.644218 -0.587402 -0.651177  0.755182
  10.2500  7.413682  4.292923 -0.573974 -0.693111  0.745129
  10.2550  7.053122  4.752622 -0.501565 -0.649881  0.712882
  10.2600  7.682446  5.032232 -0.544814 -0.632815  0.784138
  10.2650  7.645511  4.863574 -0.535549 -0.634186  0.699900
  10.2700  8.159391  4.437190 -0.491848 -0.662285  0.818596
  10.2750  7.232613  4.616982 -0.526990 -0.728980  0.723558
  10.2800  6.547843  4.645195 -0.498664 -0.637599  0.801671
  10.2850  7.507492  4.651594 -0.515670 -0.646733  0.780749
  10.2900  8.067956  4.571405 -0.496151 -0.645003  0.729512
  10.2950  7.304699  4.445250 -0.490977 -0.629108  0.819176
  10.3000  7.553098  4.489286 -0.522610 -0.689580  0.790140
  10.3050  7.382046  4.724346 -0.506869 -0.667349  0.698006
  10.3100  7.198349  4.678304 -0.549301 -0.615309  0.791003
  10.3150  7.072719  4.383543 -0.474470 -0.634747  0.777592
  10.3200  7.501874  4.532621 -0.479354 -0.671528  0.771556
  10.3250  7.265022  4.311217 -0.481023 -0.676413  0.744624
  10.3300  7.493064  4.593284 -0.481210 -0.689345  0.822658
  10.3350  6.981450  4.328043 -0.462834 -0.602713  0.884466
  10.3400  7.326028  4.431429 -0.461649 -0.640071  0.714341
  10.3450  7.585702  4.498674 -0.479718 -0.681602  0.829867
  10.3500  7.259110  4.310846 -0.459060 -0.620502  0.830522
  10.3550  6.814284  4.190496 -0.463914 -0.612123  0.685998
  10.3600  7.463787  4.567495 -0.468231 -0.664213  0.751076
  10.3650  7.713603  4.139976 -0.493455 -0.638301  0.815932
  10.3700  7.063365  4.606439 -0.481282 -0.594329  0.829309
  10.3750  7.054017  4.187592 -0.458042 -0.620347  0.736347
  10.3800  7.726814  4.187191 -0.477834 -0.606843  0.822286
  10.3850  7.671435  4.397368 -0.406804 -0.564112  0.767681
  10.3900  7.606299  4.342497 -0.435863 -0.595365  0.775990
  10.3950  6.844065  4.396024 -0.473472 -0.642465  0.726780
  10.4000  7.435808  4.409715 -0.418601 -0.637584  0.751241
  10.4050  7.129363  4.407809 -0.419312 -0.584744  0.717454
  10.4100  7.324506  4.333354 -0.445090 -0.605461  0.775599
  10.4150  6.887428  4.030681 -0.392963 -0.578922  0.793409
  10.4200  6.948016  3.711564 -0.412728 -0.589152  0.792894
  10.4250  7.368645  4.417423 -0.410907 -0.622384  0.767554
  10.4300  6.143016  3.949950 -0.397035 -0.600198  0.843424
  10.4350  7.000380  3.861428 -0.428212 -0.654316  0.763856
  10.4400  7.171534  4.144534 -0.430463 -0.581245  0.726823
  10.4450  6.613065  4.246649 -0.429332 -0.611749  0.832794
  10.4500  7.260605  3.953583 -0.394371 -0.580740  0.786607
  10.4550  6.592082  4.754515 -0.384371 -0.579260  0.838442
  10.4600  6.511433  4.554497 -0.375749 -0.578060  0.832627
  10.4650  6.965406  3.924523 -0.346022 -0.598090  0.747843
  10.4700  6.677837  4.068963 -0.404081 -0.630266  0.861848
  10.4750  6.922183  4.409844 -0.385005 -0.603438  0.757989
  10.4800  6.904486  4.168644 -0.384493 -0.601523  0.829233
  10.4850  6.976210  3.901505 -0.351409 -0.577826  0.809118
  10.4900  6.944489  3.867175 -0.389774 -0.637641  0.783379
  10.4950  6.621700  3.856169 -0.363719 -0.588107  0.761456
  10.5000  6.604324  4.015884 -0.380182 -0.553634  0.781394
  10.5050  7.165486  4.294441 -0.355494 -0.526344  0.790199
  10.5100  6.254097  4.055366 -0.352952 -0.553389  0.789086
  10.5150  6.673194  3.890070 -0.339633 -0.525927  0.854241
  10.5200  7.201458  4.214291 -0.369771 -0.619805  0.841469
  10.5250  7.092542  4.087208 -0.374689 -0.581395  0.823453
  10.5300  7.145481  4.180340 -0.356462 -0.531328  0.801012
  10.5350  6.274468  4.015746 -0.353129 -0.600216  0.866109
  10.5400  7.010706  4.023917 -0.354885 -0.531007  0.842983
  10.5450  6.340727  4.354515 -0.349312 -0.626316  0.707303
  10.5500  7.015366  4.260111 -0.313341 -0.550445  0.874391
  10.5550  6.593106  4.001333 -0.340714 -0.544397  0.872899
  10.5600  6.829141  4.324185 -0.337613 -0.580588  0.849677
  10.5650  6.842867  4.127791 -0.310243 -0.555802  0.794997
  10.5700  7.237894  4.009887 -0.332931 -0.560629  0.891421
  10.5750  6.747451  3.831260 -0.336787 -0.572655  0.798452
  10.5800  7.340212  4.382793 -0.336067 -0.580299  0.819769
  10.5850  7.006232  3.934634 -0.313095 -0.560816  0.893398
  10.5900  6.755710  4.422962 -0.290998 -0.565315  0.880663
  10.5950  6.645504  4.113582 -0.319523 -0.546384  0.731958
  10.6000  6.800491  4.311274 -0.309577 -0.580879  0.851896
  10.6050  6.293565  4.029203 -0.284485 -0.552764  0.934458
  10.6100  6.711459  3.824631 -0.289523 -0.609148  0.797652
  10.6150  6.708785  3.771741 -0.312554 -0.545354  0.801318
  10.6200  6.128307  3.936569 -0.307850 -0.541487  0.858491
  10.6250  6.662173  4.072694 -0.263145 -0.538516  0.875795
  10.6300  6.395303  4.338930 -0.315428 -0.577400  0.834904
  10.6350  6.960719  3.919750 -0.282439 -0.558098  0.850916
  10.6400  6.974635  4.316359 -0.262754 -0.570098  0.906176
  10.6450  6.876412  3.959330 -0.275105 -0.509334  0.835763
  10.6500  6.353928  4.089359 -0.260670 -0.577023  0.865426
  10.6550  6.879586  4.011345 -0.278640 -0.537336  0.811079
  10.6600  6.755222  4.199347 -0.247563 -0.514630  0.889486
  10.6650  6.955762  3.689426 -0.247511 -0.590439  0.822893
  10.6700  6.522876  4.080836 -0.233008 -0.542763  0.875688
  10.6750  6.499538  4.423038 -0.256269 -0.563903  0.828690
  10.6800  7.205059  3.957414 -0.237142 -0.508105  0.833032
  10.6850  6.654784  4.081753 -0.241899 -0.527461  0.794517
  10.6900  6.169516  4.044050 -0.253552 -0.503560  0.843420
  10.6950  6.359818  4.119563 -0.247445 -0.525578  0.909998
  10.7000  6.313501  4.115003 -0.253380 -0.587473  0.825225
  10.7050  6.360302  3.793620 -0.224987 -0.564200  0.864176
  10.7100  6.487694  4.105294 -0.237618 -0.528469  0.873493
  10.7150  6.833147  3.819781 -0.245137 -0.543465  0.793636
  10.7200  6.979657  3.555874 -0.237225 -0.581239  0.898906
  10.7250  6.741962  3.865938 -0.210969 -0.506630  0.864302
  10.7300  6.535546  3.770586 -0.224876 -0.522885  0.874054
  10.7350  6.152713  3.666827 -0.227097 -0.517107  0.791773
  10.7400  6.641454  4.101361 -0.185240 -0.484134  0.874639
  10.7450  6.325708  4.141564 -0.223334 -0.527854  0.821149
  10.7500  6.753552  4.256249 -0.220620 -0.540353  0.810824
  10.7550  6.305972  4.211557 -0.209112 -0.536934  0.887086
  10.7600  6.369064  3.816947 -0.211130 -0.507757  0.865442
  10.7650  5.964335  4.019174 -0.197977 -0.538069  0.901318
  10.7700  6.592350  4.026695 -0.200480 -0.536143  0.945792
  10.7750  6.533415  3.873911 -0.184865 -0.521411  0.864541
  10.7800  6.553134  4.400208 -0.180297 -0.442643  0.897039
  10.7850  6.519713  4.145621 -0.202561 -0.494205  0.859431
  10.7900  6.624702  4.152925 -0.177598 -0.550542  0.905341
  10.7950  6.705024  3.599885 -0.187186 -0.518305  0.825711
  10.8000  7.060152  3.732973 -0.173239 -0.498014  0.821922
  10.8050  6.193266  3.833520 -0.180423 -0.472699  0.812542
  10.8100  6.447774  3.827771 -0.165041 -0.489870  0.925195
  10.8150  5.735700  4.344425 -0.165414 -0.520141  0.887198
  10.8200  6.052331  3.981404 -0.164245 -0.500370  0.838440
  10.8250  6.478474  4.079802 -0.166059 -0.515882  0.818150
  10.8300  7.046045  4.028295 -0.140063 -0.504032  0.913303
  10.8350  6.630167  3.457039 -0.157955 -0.537432  0.881502
  10.8400  6.184377  3.998914 -0.165180 -0.514839  0.869216
  10.8450  6.103525  3.898313 -0.146979 -0.536254  0.872694
  10.8500  6.859763  3.620175 -0.142381 -0.517961  0.861130
  10.8550  6.018724  4.256605 -0.151411 -0.516642  0.913325
  10.8600  6.233915  4.169285 -0.134470 -0.498591  0.841056
  10.8650  6.477167  3.944509 -0.127892 -0.541772  0.858568
  10.8700  6.396442  3.951519 -0.129640 -0.486034  0.868054
  10.8750  6.193612  4.019736 -0.130195 -0.500464  0.843007
  10.8800  6.186467  3.616410 -0.126433 -0.504530  0.853658
  10.8850  6.753926  4.421092 -0.119876 -0.467430  0.790580
  10.8900  5.830069  3.952718 -0.125335 -0.503796  0.856262
  10.8950  5.811142  4.402793 -0.111392 -0.448477  0.802877
  10.9000  6.208815  4.202282 -0.116422 -0.496846  0.823130
  10.9050  6.451849  3.928184 -0.119292 -0.497423  0.899342
  10.9100  6.565566  3.878692 -0.109022 -0.497310  0.863814
  10.9150  6.020482  3.697655 -0.105335 -0.488195  0.851840
  10.9200  6.817298  3.608265 -0.104492 -0.528493  0.829063
  10.9250  6.187339  3.808344 -0.098492 -0.507264  0.891642
  10.9300  6.319800  3.676578 -0.088550 -0.526103  0.812979
  10.9350  6.535699  3.914880 -0.093897 -0.498324  0.796830
  10.9400  6.218248  3.935909 -0.095696 -0.508605  0.884867
  10.9450  6.480048  4.195286 -0.086060 -0.466377  0.916472
  10.9500  5.908431  4.252018 -0.084162 -0.539590  0.887159
  10.9550  6.103500  3.900894 -0.084432 -0.463902  0.856057
  10.9600  6.246747  4.192587 -0.082655 -0.471358  0.866049
  10.9650  6.205577  3.976021 -0.076795 -0.467604  0.888768
  10.9700  7.084028  3.882601 -0.067763 -0.514950  0.969457
  10.9750  6.000230  4.211268 -0.066534 -0.494254  0.849483
  10.9800  6.028300  4.197891 -0.069065 -0.486012  0.918445
  10.9850  6.596578  3.786249 -0.070121 -0.469493  0.850780
  10.9900  5.966900  4.254186 -0.062839 -0.506829  0.926351
  10.9950  6.227783  4.026305 -0.063061 -0.484494  0.857796
  11.0000  6.354752  3.594026 -0.055670 -0.520715  0.866199
  11.0050  5.837186  4.141417 -0.052184 -0.504355  0.881814
  11.0100  5.947787  4.346708 -0.056087 -0.469304  0.825328
  11.0150  6.046694  3.980909 -0.055667 -0.517883  0.842612
  11.0200  5.762604  4.102783 -0.046955 -0.509979  0.836562
  11.0250  6.053927  4.010193 -0.047889 -0.485627  0.987133
  11.0300  6.249282  4.051313 -0.038715 -0.516805  0.826913
  11.0350  6.411264  3.954336 -0.039845 -0.487795  0.850446
  11.0400  6.168864  4.051290 -0.041570 -0.508803  0.920271
  11.0450  6.197234  3.892650 -0.037391 -0.485572  0.872308
  11.0500  6.319562  4.161501 -0.035506 -0.504723  0.875986
  11.0550  6.097375  3.950916 -0.035373 -0.462004  0.913208
  11.0600  5.534968  3.978412 -0.033206 -0.470953  0.873247
  11.0650  6.053269  3.957707 -0.030089 -0.492363  0.898391
  11.0700  6.209207  3.820406 -0.028134 -0.507595  0.837028
  11.0750  6.344723  4.032807 -0.027418 -0.494865  0.803099
  11.0800  6.153865  3.878565 -0.024855 -0.535688  0.891002
  11.0850  6.162065  3.948637 -0.025966 -0.467505  0.881486
  11.0900  6.390295  3.970978 -0.026147 -0.484587  0.849778
  11.0950  5.998845  4.311330 -0.021932 -0.486267  0.936925
  11.1000  5.865219  3.882484 -0.024800 -0.491944  0.797885
  11.1050  6.417337  4.376247 -0.021685 -0.503718  0.887136
  11.1100  6.310678  4.232405 -0.018436 -0.487452  0.801770
  11.1150  5.652306  4.054165 -0.018421 -0.475806  0.843758
  11.1200  5.987470  3.950902 -0.016324 -0.520272  0.909727
  11.1250  6.709471  4.228304 -0.014005 -0.508391  0.884016
  11.1300  5.933058  3.838329 -0.014847 -0.497949  0.838805
  11.1350  6.233934  3.967582 -0.013444 -0.484470  0.833678
  11.1400  5.568634  4.123805 -0.012724 -0.445947  0.882580
  11.1450  5.933426  4.024886 -0.011977 -0.526900  0.867263
  11.1500  6.051507  3.955754 -0.012113 -0.468201  0.805695
  11.1550  6.263130  3.803118 -0.012941 -0.489050  0.910325
  11.1600  6.217064  3.581855 -0.012023 -0.525359  0.840652
  11.1650  6.478648  4.015581 -0.011104 -0.480461  0.881409
  11.1700  5.888008  3.844523 -0.011028 -0.485055  0.855637
  11.1750  5.831719  3.761360 -0.009811 -0.522445  0.811428
  11.1800  6.191880  3.976764 -0.007777 -0.476803  0.893506
  11.1850  5.762153  4.129711 -0.006701 -0.475197  0.866916
  11.1900  6.331613  4.180230 -0.006231 -0.461909  0.831752
  11.1950  6.552612  4.148983 -0.004870 -0.482814  0.931779
  11.2000  6.100373  3.892849 -0.004877 -0.498106  0.814145
  11.2050  6.220510  4.235768 -0.005261 -0.499840  0.803638
  11.2100  6.274720  3.881045 -0.005595 -0.498632  0.887972
  11.2150  5.632406  4.159109 -0.006101 -0.487179  0.853530
  11.2200  6.038099  4.046989 -0.005434 -0.437408  0.826893
  11.2250  6.052342  3.866509 -0.005245 -0.488411  0.879277
  11.2300  6.019720  3.900667 -0.004755 -0.498247  0.906159
  11.2350  6.293768  3.846394 -0.004064 -0.472886  0.841630
  11.2400  5.643927  4.219546 -0.003868 -0.519118  0.892478
  11.2450  5.511425  3.737232 -0.003482 -0.476239  0.861008
  11.2500  6.317299  3.866831 -0.004127 -0.501915  0.875000
  11.2550  6.321317  3.978014 -0.004097 -0.521663  0.864882
  11.2600  5.893512  3.870772 -0.004265 -0.530753  0.919136
  11.2650  6.481596  3.940419 -0.003995 -0.474531  0.834563
  11.2700  5.941507  3.848724 -0.003006 -0.505675  0.915163
  11.2750  6.026870  3.784328 -0.003569 -0.461217  0.835014
  11.2800  6.400730  4.170771 -0.003930 -0.540219  0.772206
  11.2850  6.553057  3.842875 -0.003505 -0.496257  0.803377
  11.2900  5.937305  4.236207 -0.003519 -0.427703  0.907272
  11.2950  6.229625  4.213355 -0.004496 -0.479101  0.873937
  11.3000  6.241630  4.132891 -0.005031 -0.482072  0.872878
  11.3050  5.993319  3.948261 -0.005625 -0.500674  0.908868
  11.3100  6.374685  4.064875 -0.006222 -0.500827  0.852918
  11.3150  5.801924  4.085828 -0.004753 -0.461431  0.772784
  11.3200  6.500981  4.008230 -0.003803 -0.504387  0.898598
  11.3250  6.261725  3.991155 -0.002582 -0.502919  0.960373
  11.3300  6.295632  3.869195 -0.001572 -0.488064  0.892985
  11.3350  6.032705  4.087064 -0.000657 -0.506390  0.818915
  11.3400  5.857240  3.967289 -0.001145 -0.473764  0.862481
  11.3450  5.917130  4.385780 -0.002483 -0.442226  0.880939
  11.3500  6.385035  4.012431 -0.003508 -0.467018  0.875766
  11.3550  6.321577  4.253493 -0.004338 -0.489669  0.856747
  11.3600  6.258419  4.210234 -0.004172 -0.486769  0.889729
  11.3650  5.790743  4.201209 -0.003782 -0.520272  0.921566
  11.3700  5.501062  3.793228 -0.003313 -0.521164  0.876607
  11.3750  5.908561  4.320768 -0.003349 -0.460437  0.885116
  11.3800  5.826045  3.821723 -0.001888 -0.453074  0.931184
  11.3850  5.967584  3.975205 -0.000742 -0.501208  0.889157
  11.3900  6.361574  4.123543  0.000312 -0.530221  0.887036
  11.3950  6.663545  4.292973 -0.000346 -0.497187  0.796299
  11.4000  5.623113  3.950619 -0.000646 -0.485655  0.891989
  11.4050  6.200920  3.890427 -0.000045 -0.490462  0.866401
  11.4100  6.824278  4.087585  0.000631 -0.484888  0.858972
  11.4150  6.134384  3.986141  0.000182 -0.502319  0.891328
  11.4200  5.745457  3.986079  0.000360 -0.502019  0.859465
  11.4250  6.304113  4.221299  0.000621 -0.453993  0.856167
  11.4300  6.617178  4.496510  0.001018 -0.495727  0.948777
  11.4350  5.717557  3.967152  0.001434 -0.507923  0.890150
  11.4400  5.682858  3.958483  0.002049 -0.476610  0.832271
  11.4450  6.218040  4.247737  0.000834 -0.446198  0.816480
  11.4500  6.292450  4.131195  0.000640 -0.466085  0.878841
  11.4550  5.406966  4.163143  0.001328 -0.526419  0.922147
  11.4600  6.244818  4.183352  0.002266 -0.519720  0.862083
  11.4650  6.068272  3.894976  0.003362 -0.459858  0.867982
  11.4700  6.181883  4.130470  0.003839 -0.506113  0.888320
  11.4750  5.850073  4.065986  0.005288 -0.456375  0.876720
  11.4800  6.007462  3.894159  0.006066 -0.486533  0.894989
  11.4850  6.334506  3.799885  0.006181 -0.519377  0.815473
  11.4900  5.940995  4.273339  0.004305 -0.502769  0.890912
  11.4950  5.620654  4.172945  0.003834 -0.505742  0.862746
  11.5000  5.922891  3.829918  0.003597 -0.500233  0.861419
  11.5050  5.999663  4.216374  0.003383 -0.484079  0.868067
  11.5100  6.261304  3.802713  0.004377 -0.479587  0.874791
  11.5150  5.824735  4.137760  0.005493 -0.488891  0.835958
  11.5200  5.965272  3.778053  0.006335 -0.489470  0.917161
  11.5250  5.967667  3.920417  0.007250 -0.506854  0.863536
  11.5300  6.228903  3.976456  0.008882 -0.473987  0.840187
  11.5350  5.397659  3.922185  0.007590 -0.481485  0.880647
  11.5400  5.955864  4.457546  0.007145 -0.446833  0.888419
  11.5450  6.036131  3.891574  0.006405 -0.503700  0.847544
  11.5500  5.618056  3.815185  0.006093 -0.496639  0.808066
  11.5550  5.436737  4.400853  0.005899 -0.505794  0.880173
  11.5600  5.883531  4.201985  0.006393 -0.473870  0.981382
  11.5650  5.737902  3.902607  0.006833 -0.473512  0.866895
  11.5700  6.020887  3.754947  0.008380 -0.478069  0.902513
  11.5750  5.707355  3.664040  0.007597 -0.492881  0.836838
  11.5800  6.118005  3.900862  0.007294 -0.465272  0.901848
  11.5850  6.107068  3.896201  0.007724 -0.484311  0.861682
  11.5900  5.964477  4.233405  0.008068 -0.469545  0.829389
  11.5950  5.690391  4.177694  0.008050 -0.491561  0.883704
  11.6000  5.666054  3.758872  0.010200 -0.455300  0.833563
  11.6050  6.697858  4.323939  0.008653 -0.469622  0.896828
  11.6100  6.232419  4.439782  0.009904 -0.512162  0.817861
  11.6150  6.024537  4.432927  0.010507 -0.496897  0.873225
  11.6200  5.945491  4.406284  0.008428 -0.500467  0.910713
  11.6250  6.078437  3.979784  0.007480 -0.507804  0.799820
  11.6300  5.694986  4.077369  0.004903 -0.504649  0.879954
  11.6350  6.205215  3.853779  0.003452 -0.459954  0.860608
  11.6400  6.135041  3.933614  0.002214 -0.493110  0.876396
  11.6450  5.847857  4.262515  0.001658 -0.468232  0.872181
  11.6500  5.974493  3.993373  0.001209 -0.519333  0.822657
  11.6550  5.714301  4.218362  0.001275 -0.504197  0.810369
  11.6600  6.169968  4.399939 -0.001202 -0.495182  0.910776
  11.6650  5.721195  4.218838 -0.005785 -0.455971  0.877341
  11.6700  6.317878  4.027312 -0.007560 -0.466188  0.852071
  11.6750  5.219393  4.306750 -0.010438 -0.467038  0.835800
  11.6800  5.922204  4.434452 -0.010445 -0.466384  0.946311
  11.6850  5.972552  4.380515 -0.011651 -0.487723  0.912216
  11.6900  6.269791  3.757236 -0.010507 -0.502812  0.875136
  11.6950  6.124192  4.222438 -0.011609 -0.500072  0.872249
  11.7000  6.252974  3.913707 -0.013559 -0.483544  0.881197
  11.7050  6.212286  4.009721 -0.014546 -0.473598  0.874745
  11.7100  6.415580  4.417916 -0.015751 -0.468381  0.879004
  11.7150  5.302343  4.192102 -0.015861 -0.495811  0.847280
  11.7200  5.961717  4.156623 -0.016226 -0.508766  0.868773
  11.7250  6.172437  4.209375 -0.018534 -0.491743  0.849186
  11.7300  5.751987  4.048735 -0.016906 -0.524774  0.871810
  11.7350  5.469070  4.411110 -0.017894 -0.489032  0.856923
  11.7400  5.897649  3.884252 -0.017192 -0.520866  0.845876
  11.7450  5.892542  3.865867 -0.018336 -0.515432  0.912216
  11.7500  5.904708  4.093134 -0.020754 -0.499045  0.897340
  11.7550  6.303262  4.037204 -0.020459 -0.475541  0.883625
  11.7600  6.043796  4.300398 -0.023403 -0.484967  0.904647
  11.7650  6.110740  3.763852 -0.023569 -0.480816  0.893026
  11.7700  5.894588  4.164711 -0.020960 -0.463668  0.869499
  11.7750  5.435937  4.247205 -0.020210 -0.493747  0.895571
  11.7800  6.129444  4.414236 -0.020413 -0.493110  0.902977
  11.7850  5.815738  4.178281 -0.023608 -0.533849  0.901586
  11.7900  5.375570  4.061663 -0.026149 -0.491801  0.775301
  11.7950  5.895507  4.681917 -0.029161 -0.468546  0.877670
  11.8000  5.784088  4.011001 -0.028771 -0.488031  0.808956
  11.8050  5.907941  3.983274 -0.033600 -0.503464  0.885211
  11.8100  5.978081  4.217963 -0.036841 -0.481200  0.922685
  11.8150  6.162104  4.264040 -0.030855 -0.487517  0.891782
  11.8200  6.056695  4.135724 -0.034971 -0.461391  0.891509
  11.8250  6.211612  3.880298 -0.030340 -0.464158  0.858651
  11.8300  6.252317  4.133746 -0.033562 -0.496238  0.895414
  11.8350  5.466206  3.835833 -0.035991 -0.479589  0.911080
  11.8400  6.149263  4.102394 -0.038385 -0.457424  0.852217
  11.8450  5.907580  4.385074 -0.030872 -0.482854  0.875042
  11.8500  5.869429  3.996356 -0.034661 -0.495547  0.840389
  11.8550  5.336720  4.392568 -0.034782 -0.490136  0.929942
  11.8600  5.583293  4.368468 -0.036525 -0.503490  0.956634
  11.8650  5.683814  4.012616 -0.041609 -0.496608  0.842859
  11.8700  5.665375  3.897121 -0.039433 -0.459463  0.854941
  11.8750  5.853723  4.234998 -0.041186 -0.512025  0.936464
  11.8800  5.941938  4.186756 -0.042182 -0.470723  0.952139
  11.8850  5.564936  4.235104 -0.039784 -0.506569  0.875572
  11.8900  5.941169  3.869745 -0.041575 -0.509923  0.874597
  11.8950  5.725779  3.928702 -0.040698 -0.476710  0.881551
  11.9000  5.833375  4.306117 -0.038521 -0.480054  0.935813
  11.9050  6.436825  4.404353 -0.039175 -0.498965  0.892810
  11.9100  5.664790  3.956504 -0.038849 -0.521557  0.887919
  11.9150  5.402803  3.691580 -0.042254 -0.471972  0.926662
  11.9200  6.152521  4.139410 -0.038161 -0.515294  0.944610
  11.9250  5.558770  4.251319 -0.043170 -0.461545  0.932685
  11.9300  5.553631  4.275792 -0.041361 -0.479785  0.861940
  11.9350  5.955712  4.442633 -0.038541 -0.501553  0.893735
  11.9400  6.138621  4.095601 -0.039729 -0.488688  0.927985
  11.9450  5.453770  4.223892 -0.038151 -0.466962  0.832393
  11.9500  5.981092  4.288187 -0.035272 -0.513972  0.863407
  11.9550  5.739630  4.381959 -0.035597 -0.491597  0.847618
  11.9600  5.994144  3.930970 -0.035937 -0.456151  0.824951
  11.9650  5.567109  4.671277 -0.040757 -0.492356  0.801643
  11.9700  5.837122  4.469967 -0.038262 -0.481356  0.829970
  11.9750  5.570379  4.248755 -0.043674 -0.488368  0.841477
  11.9800  5.608820  4.340733 -0.042010 -0.505494  0.794254
  11.9850  5.667288  4.257696 -0.037864 -0.477801  0.879795
  11.9900  5.829616  4.181489 -0.040526 -0.452987  0.819884
  11.9950  5.811503  4.342275 -0.039007 -0.523391  0.816555
  12.0000  5.389117  4.219625 -0.042379 -0.460285  0.853735
  12.0050  5.496536  4.329277 -0.038712 -0.475572  0.899167
  12.0100  5.774541  4.172052 -0.037665 -0.503689  0.860355
  12.0150  5.296533  4.235725 -0.038777 -0.468905  0.799738
  12.0200  5.850614  3.914867 -0.039751 -0.478265  0.890751
  12.0250  6.058685  4.473139 -0.035749 -0.499058  0.957597
  12.0300  5.276020  4.290995 -0.037232 -0.530362  0.924350
  12.0350  5.556920  4.592479 -0.039718 -0.476413  0.829483
  12.0400  5.193154  3.978061 -0.044151 -0.455205  0.906105
  12.0450  5.786400  3.871669 -0.042696 -0.456061  0.916314
  12.0500  5.429635  4.364307 -0.042351 -0.473608  0.807576
  12.0550  5.914716  4.233203 -0.044489 -0.503450  0.861181
  12.0600  5.252944  3.710451 -0.039059 -0.454993  0.874156
  12.0650  6.088287  4.156164 -0.039020 -0.498665  0.878446
  12.0700  5.880049  4.158999 -0.039428 -0.476646  0.898545
  12.0750  5.327697  4.292253 -0.039753 -0.506162  0.835636
  12.0800  5.567234  4.381241 -0.043012 -0.517838  0.894925
  12.0850  5.668923  4.384519 -0.043438 -0.472309  0.834314
  12.0900  5.544612  4.179935 -0.047498 -0.469180  0.854526
  12.0950  5.375579  4.156303 -0.049410 -0.522186  0.888082
  12.1000  5.465980  3.967204 -0.050188 -0.479482  0.895448
  12.1050  5.487771  4.131618 -0.050078 -0.466528  0.844446
  12.1100  5.002238  3.875745 -0.049732 -0.485571  0.887784
  12.1150  5.562667  4.232048 -0.048416 -0.454376  0.884895
  12.1200  6.298973  3.982358 -0.049512 -0.466306  0.888413
  12.1250  5.454055  4.038182 -0.051631 -0.523498  0.852694
  12.1300  5.719175  4.018883 -0.041573 -0.479655  0.897207
  12.1350  5.643386  4.275825 -0.047042 -0.473706  0.894920
  12.1400  5.780821  4.217310 -0.045436 -0.464462  0.912110
  12.1450  5.292046  4.186594 -0.045168 -0.481441  0.807948
  12.1500  6.009355  3.997138 -0.047542 -0.516548  0.834759
  12.1550  5.510117  4.146533 -0.051366 -0.467448  0.865296
  12.1600  5.772557  4.277534 -0.050892 -0.459859  0.845071
  12.1650  6.042982  4.400925 -0.057012 -0.449725  0.879143
  12.1700  5.284219  4.426739 -0.056157 -0.497940  0.828160
  12.1750  5.516204  3.742150 -0.050378 -0.460574  0.922799
  12.1800  5.108402  4.290649 -0.049717 -0.449887  0.909763
  12.1850  5.410057  4.019197 -0.055259 -0.433597  0.848183
  12.1900  5.620521  4.006362 -0.046978 -0.487703  0.861543
  12.1950  5.713715  3.992319 -0.047964 -0.451574  0.831112
  12.2000  5.305432  4.246302 -0.051468 -0.500836  0.907429
  12.2050  5.244913  4.646609 -0.054194 -0.482580  0.922273
  12.2100  6.031245  3.902288 -0.055240 -0.464405  0.817346
  12.2150  5.557531  4.555267 -0.054920 -0.490714  0.835848
  12.2200  6.064231  4.393978 -0.055457 -0.520202  0.909297
  12.2250  5.723485  4.282003 -0.059507 -0.460120  0.925106
  12.2300  5.442222  4.310188 -0.056069 -0.448446  0.841570
  12.2350  5.843083  4.553803 -0.061215 -0.421584  0.913429
  12.2400  5.325996  3.776189 -0.054841 -0.462801  0.936358
  12.2450  5.451072  4.465281 -0.050024 -0.448471  0.881013
  12.2500  5.333586  4.306268 -0.055731 -0.445711  0.866198
  12.2550  5.293178  4.317812 -0.052046 -0.463197  0.886235
  12.2600  5.559980  4.065165 -0.057759 -0.478223  0.764544
  12.2650  5.203823  4.344807 -0.057999 -0.515011  0.806733
  12.2700  5.289695  4.281843 -0.058559 -0.465024  0.933527
  12.2750  5.626852  4.104883 -0.059709 -0.509516  0.842154
  12.2800  5.554632  3.948911 -0.063362 -0.456604  0.987466
  12.2850  5.410403  3.942981 -0.061664 -0.458710  0.910215
  12.2900  5.726878  4.535428 -0.059568 -0.474713  0.918409
  12.2950  5.254819  4.532601 -0.056235 -0.443646  0.846533
  12.3000  5.847951  4.393944 -0.063579 -0.462256  0.816268
  12.3050  4.999910  4.216069 -0.059718 -0.461442  0.839587
  12.3100  5.340278  4.275523 -0.052502 -0.482480  0.781925
  12.3150  5.183784  4.450387 -0.056507 -0.472137  0.804531
  12.3200  5.841929  4.341323 -0.058468 -0.477790  0.909506
  12.3250  5.912186  4.246478 -0.059638 -0.464460  0.880929
  12.3300  5.504790  4.339301 -0.063603 -0.484214  0.923359
  12.3350  5.593249  4.357822 -0.068949 -0.479181  0.825936
  12.3400  5.553378  4.637890 -0.066714 -0.431291  0.827206
  12.3450  5.705930  4.118451 -0.057548 -0.493887  0.904370
