     time   lidar_F   lidar_R      gyro compass_x compass_y
   4.8900  4.527811  5.163839 -0.239223  0.773867 -0.609270
   4.8950  4.332526  5.737981 -0.240048  0.774342 -0.658536
   4.9000  4.551013  5.936018 -0.237295  0.804121 -0.600696
   4.9050  4.541118  5.752018 -0.252314  0.770223 -0.610142
   4.9100  4.563132  5.723268 -0.235501  0.720247 -0.657261
   4.9150  4.734808  5.172968 -0.217089  0.819753 -0.636470
   4.9200  4.491150  5.326959 -0.260266  0.796535 -0.660766
   4.9250  4.522317  5.167184 -0.227746  0.721685 -0.614312
   4.9300  4.360692  5.766080 -0.240268  0.732796 -0.624710
   4.9350  4.828937  5.561408 -0.218962  0.754911 -0.639942
   4.9400  4.524400  5.792145 -0.236006  0.678228 -0.654538
   4.9450  4.712825  5.529126 -0.229265  0.742795 -0.675893
   4.9500  4.676221  5.484655 -0.241273  0.827408 -0.627710
   4.9550  4.829975  5.552194 -0.236936  0.758551 -0.677318
   4.9600  4.522530  6.018239 -0.231102  0.845580 -0.631447
   4.9650  4.738902  6.122717 -0.218963  0.704813 -0.611813
   4.9700  4.525342  6.049312 -0.250299  0.828544 -0.635340
   4.9750  4.970403  5.736211 -0.234940  0.766276 -0.580766
   4.9800  4.291486  5.609566 -0.221187  0.769389 -0.688162
   4.9850  4.663436  5.834597 -0.223857  0.737242 -0.648983
   4.9900  4.589720  5.427445 -0.238740  0.741040 -0.631760
   4.9950  4.404428  6.102820 -0.240010  0.780305 -0.671505
   5.0000  5.041926  5.567315 -0.236774  0.703020 -0.641270
   5.0050  4.934415  5.176302 -0.244173  0.720943 -0.605954
   5.0100  4.755660  5.702658 -0.235297  0.787858 -0.670377
   5.0150  4.459626  5.660074 -0.223459  0.720390 -0.648575
   5.0200  4.454151  5.887790 -0.247184  0.751978 -0.648817
   5.0250  5.065674  5.415440 -0.239056  0.723777 -0.668738
   5.0300  4.314078  5.849562 -0.256445  0.705511 -0.711582
   5.0350  4.904405  6.238825 -0.230392  0.773114 -0.627101
   5.0400  4.782340  5.878278 -0.253882  0.664483 -0.664083
   5.0450  4.706183  6.385285 -0.266371  0.705591 -0.673816
   5.0500  4.754012  5.340167 -0.244603  0.772992 -0.658333
   5.0550  4.678681  6.030907 -0.262054  0.780333 -0.668882
   5.0600  4.654622  5.835317 -0.244832  0.728275 -0.588356
   5.0650  4.544296  5.982506 -0.248004  0.744607 -0.670659
   5.0700  4.680885  6.261039 -0.267766  0.796001 -0.668146
   5.0750  4.676576  6.094315 -0.266318  0.709154 -0.593690
   5.0800  4.379633  5.672167 -0.277436  0.767146 -0.652200
   5.0850  4.418584  5.345015 -0.287213  0.679122 -0.655517
   5.0900  4.705251  5.510665 -0.269558  0.706528 -0.620093
   5.0950  4.743295  5.919803 -0.256644  0.755829 -0.721129
   5.1000  4.651562  5.834580 -0.274016  0.758836 -0.670141
   5.1050  4.828655  5.679850 -0.275554  0.746684 -0.666510
   5.1100  4.693226  5.838069 -0.276233  0.702996 -0.592565
   5.1150  4.987557  6.103310 -0.278999  0.770166 -0.702791
   5.1200  4.469195  5.857652 -0.273127  0.770475 -0.652180
   5.1250  5.015819  6.199244 -0.267639  0.689829 -0.665383
   5.1300  4.569212  5.641306 -0.284807  0.739039 -0.622247
   5.1350  4.726442  6.007646 -0.271961  0.674504 -0.682186
   5.1400  5.387047  5.715116 -0.253481  0.763972 -0.692447
   5.1450  4.401691  5.651567 -0.246334  0.710739 -0.683510
   5.1500  4.514361  5.610494 -0.262767  0.745674 -0.668806
   5.1550  5.010715  5.949018 -0.287146  0.713841 -0.615235
   5.1600  4.789582  6.356228 -0.287298  0.693806 -0.673519
   5.1650  5.000268  6.109561 -0.255128  0.746434 -0.652954
   5.1700  4.465873  6.056950 -0.302544  0.737803 -0.702310
   5.1750  4.801750  5.600117 -0.303467  0.706296 -0.711480
   5.1800  5.143743  6.432865 -0.299477  0.737068 -0.720713
   5.1850  4.505791  5.794220 -0.298552  0.710636 -0.694051
   5.1900  5.007681  5.554216 -0.272804  0.725185 -0.704328
   5.1950  4.882968  6.340035 -0.308021  0.691841 -0.672861
   5.2000  4.956050  6.621676 -0.295731  0.781368 -0.712439
   5.2050  4.547337  6.149952 -0.334153  0.760343 -0.645212
   5.2100  4.867253  5.972078 -0.285721  0.681105 -0.717247
   5.2150  4.965483  6.228702 -0.325388  0.720354 -0.726244
   5.2200  5.269449  5.235404 -0.313373  0.668235 -0.730836
   5.2250  4.774642  6.073195 -0.328434  0.754251 -0.638146
   5.2300  5.357386  5.753477 -0.298602  0.781637 -0.643829
   5.2350  4.775124  6.770578 -0.300403  0.756984 -0.618380
   5.2400  4.818112  5.535378 -0.311097  0.738777 -0.704666
   5.2450  4.778346  5.858268 -0.323662  0.809270 -0.746035
   5.2500  4.798377  6.086290 -0.312723  0.667835 -0.660954
   5.2550  4.906506  6.164285 -0.302767  0.703614 -0.661286
   5.2600  5.487827  6.547111 -0.337412  0.752589 -0.652415
   5.2650  4.747227  6.439299 -0.312537  0.691182 -0.725655
   5.2700  4.583797  6.745605 -0.320000  0.652973 -0.645114
   5.2750  4.559895  5.613915 -0.329784  0.728017 -0.736221
   5.2800  5.200608  6.162837 -0.302701  0.677050 -0.715397
   5.2850  4.886464  6.223216 -0.327075  0.740052 -0.672312
   5.2900  4.863247  6.039701 -0.310318  0.678087 -0.742271
   5.2950  5.017996  5.715160 -0.329717  0.696009 -0.626012
   5.3000  5.014540  6.696595 -0.324789  0.728352 -0.711714
   5.3050  5.921549  5.847145 -0.329642  0.688415 -0.723787
   5.3100  5.157947  5.950325 -0.337733  0.662381 -0.725648
   5.3150  4.773649  6.536488 -0.355976  0.652690 -0.732975
   5.3200  4.946623  6.026583 -0.348919  0.700138 -0.700582
   5.3250  5.194539  6.689025 -0.338651  0.701430 -0.703090
   5.3300  4.800704  6.484829 -0.312714  0.645412 -0.698039
   5.3350  4.924827  6.160634 -0.363455  0.724092 -0.761728
   5.3400  5.525997  6.530622 -0.334261  0.661774 -0.749431
   5.3450  5.199997  6.050201 -0.356596  0.652605 -0.739081
   5.3500  4.834350  6.358301 -0.342854  0.630233 -0.752574
   5.3550  4.714170  6.146060 -0.360756  0.647169 -0.714463
   5.3600  4.624845  6.361739 -0.374240  0.686128 -0.697881
   5.3650  5.475297  6.253898 -0.361705  0.677332 -0.691157
   5.3700  4.909473  6.366405 -0.367313  0.727677 -0.726138
   5.3750  5.093627  6.454365 -0.339143  0.658752 -0.677365
   5.3800  4.898938  6.226546 -0.357629  0.630157 -0.732042
   5.3850  5.065903  6.695368 -0.366329  0.701672 -0.745292
   5.3900  5.393391  6.641206 -0.352067  0.696484 -0.641049
   5.3950  4.880121  6.538049 -0.355753  0.727200 -0.707565
   5.4000  5.466663  6.397581 -0.356741  0.691276 -0.731287
   5.4050  4.931400  6.344861 -0.360593  0.697948 -0.687786
   5.4100  5.294694  6.517535 -0.346165  0.705726 -0.783926
   5.4150  5.529162  6.653631 -0.340837  0.634782 -0.728046
   5.4200  5.366084  6.881111 -0.387618  0.648409 -0.768600
   5.4250  4.964008  6.819008 -0.342184  0.754537 -0.761427
   5.4300  5.083916  6.865410 -0.353155  0.719734 -0.749475
   5.4350  5.405252  6.357534 -0.380795  0.673620 -0.784067
   5.4400  5.402973  6.451157 -0.355386  0.675012 -0.773830
   5.4450  5.186372  6.770689 -0.324712  0.659096 -0.756793
   5.4500  5.195144  6.821698 -0.351194  0.636705 -0.729083
   5.4550  5.249034  7.270147 -0.354261  0.670939 -0.797883
   5.4600  5.203601  6.909341 -0.350263  0.659383 -0.728814
   5.4650  4.999416  6.768443 -0.388802  0.609461 -0.725619
   5.4700  5.518516  6.452134 -0.383754  0.667242 -0.758047
   5.4750  5.362528  5.946695 -0.366118  0.647261 -0.697929
   5.4800  5.171375  6.638177 -0.383356  0.651309 -0.754331
   5.4850  5.001708  6.591222 -0.356102  0.582255 -0.749632
   5.4900  5.316961  6.791008 -0.378579  0.625262 -0.736929
   5.4950  5.092653  5.994099 -0.364502  0.613265 -0.784454
   5.5000  5.198883  7.388506 -0.410450  0.648388 -0.784668
   5.5050  5.121397  6.696289 -0.392576  0.674671 -0.787694
   5.5100  5.143574  6.583381 -0.346434  0.667175 -0.717184
   5.5150  5.696278  7.248400 -0.374857  0.656821 -0.822317
   5.5200  5.198032  6.966161 -0.378037  0.710338 -0.758207
   5.5250  5.274437  7.554369 -0.380634  0.654997 -0.747015
   5.5300  5.657664  7.002556 -0.352772  0.681055 -0.712277
   5.5350  5.345545  6.200114 -0.411297  0.703938 -0.804240
   5.5400  5.817130  6.406869 -0.407133  0.615367 -0.803202
   5.5450  4.729138  6.309257 -0.372123  0.559762 -0.778359
   5.5500  5.764429  6.624679 -0.414258  0.605613 -0.760057
   5.5550  5.310778  6.266566 -0.371619  0.620379 -0.798845
   5.5600  4.863368  7.455582 -0.404968  0.670291 -0.772442
   5.5650  5.280883  6.587049 -0.393949  0.641206 -0.748001
   5.5700  5.848227  6.518867 -0.378043  0.628769 -0.743194
   5.5750  5.541316  7.108385 -0.373173  0.589651 -0.778965
   5.5800  5.711016  6.917085 -0.392165  0.637362 -0.772157
   5.5850  5.493246  6.302890 -0.405650  0.595282 -0.741644
   5.5900  5.845297  7.036583 -0.378047  0.600996 -0.766886
   5.5950  5.351310  7.298655 -0.411519  0.572506 -0.754063
   5.6000  5.419718  6.756382 -0.368309  0.613678 -0.710327
   5.6050  5.258708  6.772360 -0.376224  0.600892 -0.782467
   5.6100  5.546924  7.057179 -0.431039  0.573495 -0.818913
   5.6150  5.224908  7.765129 -0.408464  0.691679 -0.803739
   5.6200  5.807967  6.635707 -0.421595  0.633978 -0.758884
   5.6250  5.252181  7.051399 -0.414792  0.645071 -0.870645
   5.6300  5.239179  7.141026 -0.424645  0.664565 -0.765258
   5.6350  5.656365  6.265209 -0.399687  0.605282 -0.759934
   5.6400  5.295394  7.463065 -0.427287  0.574744 -0.733321
   5.6450  5.292817  7.486610 -0.412383  0.581066 -0.843677
   5.6500  5.727115  7.160165 -0.400416  0.598893 -0.794710
   5.6550  4.914972  7.225716 -0.437406  0.597655 -0.840279
   5.6600  5.364813  6.690225 -0.391124  0.583240 -0.773973
   5.6650  5.737741  7.411291 -0.415425  0.607687 -0.800912
   5.6700  5.539728  7.388971 -0.413678  0.564375 -0.853529
   5.6750  5.743314  7.336461 -0.429988  0.614384 -0.779892
   5.6800  5.977411  7.542698 -0.419096  0.582948 -0.855666
   5.6850  5.215891  7.596203 -0.404275  0.518138 -0.822009
   5.6900  4.817070  7.315364 -0.421084  0.560565 -0.830085
   5.6950  5.631264  7.350649 -0.413692  0.584712 -0.816682
   5.7000  5.143406  7.233152 -0.444805  0.594664 -0.794287
   5.7050  5.337115  7.602554 -0.480481  0.579629 -0.831940
   5.7100  5.344632  7.108469 -0.416694  0.577451 -0.771024
   5.7150  5.340031  7.704563 -0.432335  0.529123 -0.849282
   5.7200  5.327425  7.306155 -0.422335  0.577634 -0.806034
   5.7250  5.135881  7.958311 -0.429640  0.561020 -0.775100
   5.7300  5.155001  7.840513 -0.420284  0.561543 -0.765764
   5.7350  5.280986  6.794738 -0.430338  0.548736 -0.790725
   5.7400  4.964263  7.218246 -0.443851  0.583818 -0.806179
   5.7450  4.659286  7.343271 -0.461498  0.580548 -0.851275
   5.7500  5.198670  7.801198 -0.418979  0.563483 -0.796932
   5.7550  4.868452  6.922967 -0.438067  0.562355 -0.891801
   5.7600  5.301260  7.005575 -0.429851  0.539532 -0.811823
   5.7650  5.489755  8.251665 -0.442234  0.532516 -0.868788
   5.7700  5.223822  7.382077 -0.428047  0.517239 -0.831985
   5.7750  5.175053  7.404783 -0.429404  0.610302 -0.910980
   5.7800  5.094589  7.778750 -0.443479  0.597226 -0.856858
   5.7850  4.885390  7.495410 -0.466903  0.559264 -0.893868
   5.7900  5.450456  7.519750 -0.455603  0.523191 -0.829992
   5.7950  5.400771  7.532651 -0.462433  0.520345 -0.782498
   5.8000  4.597731  8.302789 -0.475071  0.556449 -0.802403
   5.8050  4.731947  6.943766 -0.506567  0.541530 -0.816602
   5.8100  4.589484  7.581917 -0.473083  0.513375 -0.798317
   5.8150  4.607941  7.173283 -0.468688  0.545953 -0.893212
   5.8200  4.729594  7.194049 -0.476763  0.543865 -0.806792
   5.8250  5.126253  7.211975 -0.479254  0.590698 -0.836200
   5.8300  5.419996  7.341320 -0.486686  0.555384 -0.895927
   5.8350  4.753203  7.239551 -0.448826  0.563757 -0.840371
   5.8400  5.161086  7.340320 -0.454865  0.478391 -0.982550
   5.8450  5.056162  7.506466 -0.460981  0.573308 -0.867218
   5.8500  5.302871  7.343055 -0.413790  0.553006 -0.835936
   5.8550  4.770082  7.021102 -0.466924  0.503047 -0.893625
   5.8600  5.164845  8.238389 -0.482273  0.564335 -0.832119
   5.8650  4.763472  7.296208 -0.450113  0.515256 -0.874652
   5.8700  5.265230  7.147955 -0.437494  0.521891 -0.870491
   5.8750  5.127984  7.285204 -0.473651  0.510535 -0.806859
   5.8800  4.748123  7.425324 -0.431857  0.490016 -0.855990
   5.8850  4.803429  7.565166 -0.453543  0.526952 -0.831828
   5.8900  5.347986  6.906886 -0.494443  0.516134 -0.900667
   5.8950  4.860169  7.393723 -0.474462  0.496659 -0.835158
   5.9000  4.693619  7.198210 -0.472972  0.516935 -0.842216
   5.9050  5.118460  6.484001 -0.522133  0.492155 -0.834631
   5.9100  4.850324  6.912942 -0.498831  0.567568 -0.896633
   5.9150  4.990176  6.981964 -0.493823  0.499113 -0.916735
   5.9200  5.038944  7.023849 -0.456848  0.518554 -0.873010
   5.9250  4.789763  7.022389 -0.475830  0.498531 -0.847807
   5.9300  4.611268  7.339522 -0.483303  0.522659 -0.833547
   5.9350  4.918209  7.536278 -0.486807  0.483903 -0.826123
   5.9400  4.760147  7.319391 -0.491592  0.508950 -0.852852
   5.9450  4.878022  6.831976 -0.478481  0.519904 -0.865075
   5.9500  4.746405  7.720050 -0.501052  0.484524 -0.864346
   5.9550  5.120816  6.715218 -0.527456  0.522272 -0.844976
   5.9600  4.495929  6.750955 -0.541444  0.481804 -0.874207
   5.9650  5.030763  6.927965 -0.495191  0.453713 -0.956347
   5.9700  4.818875  7.060406 -0.453980  0.453909 -0.913681
   5.9750  4.637483  6.921316 -0.496208  0.469295 -0.872526
   5.9800  4.953003  7.218682 -0.541911  0.432621 -0.827422
   5.9850  4.965990  7.244181 -0.538830  0.458448 -0.958469
   5.9900  4.689251  7.144976 -0.489529  0.456557 -0.892038
   5.9950  5.117144  6.875383 -0.502941  0.464952 -0.885551
   6.0000  5.031016  6.840130 -0.539083  0.460320 -0.942142
   6.0050  4.769019  7.091445 -0.474690  0.446162 -0.896191
   6.0100  4.756793  6.682414 -0.516161  0.460768 -0.938308
   6.0150  4.877201  7.270541 -0.508189  0.445149 -0.861227
   6.0200  4.751317  6.490178 -0.483262  0.470969 -0.886321
   6.0250  4.746391  6.920939 -0.492174  0.446481 -0.872242
   6.0300  4.749536  7.273340 -0.508203  0.471069 -0.859172
   6.0350  5.217085  7.144369 -0.504440  0.427514 -0.820385
   6.0400  4.534185  6.853309 -0.486516  0.444216 -1.032243
   6.0450  4.353246  7.138194 -0.527204  0.472464 -0.896595
   6.0500  4.808936  6.111965 -0.484620  0.432014 -0.831148
   6.0550  4.936204  6.814077 -0.480813  0.437075 -0.862649
   6.0600  4.600990  6.756354 -0.509500  0.425116 -0.893283
   6.0650  4.478474  6.925409 -0.546917  0.468871 -0.887823
   6.0700  4.536224  7.204211 -0.530378  0.419192 -0.896803
   6.0750  4.598476  6.911793 -0.563797  0.418643 -0.912672
   6.0800  4.604002  6.140142 -0.506779  0.439832 -0.837947
   6.0850  5.140074  6.770000 -0.543816  0.422001 -0.915935
   6.0900  4.956837  6.935138 -0.498584  0.407041 -0.931260
   6.0950  4.739712  6.463636 -0.502470  0.458508 -0.947494
   6.1000  4.656630  6.558838 -0.543990  0.417036 -0.962357
   6.1050  4.681108  6.690561 -0.509483  0.398251 -0.996830
   6.1100  4.385790  6.539099 -0.494033  0.415201 -0.948955
   6.1150  4.548024  7.143931 -0.547543  0.401186 -0.814674
   6.1200  4.403356  7.231927 -0.519794  0.432896 -0.892836
   6.1250  4.372007  6.925783 -0.529142  0.393766 -0.941026
   6.1300  4.391156  6.351404 -0.519799  0.397043 -0.864077
   6.1350  4.768310  6.799048 -0.513463  0.397439 -0.901379
   6.1400  4.643235  6.505724 -0.539478  0.369574 -0.949689
   6.1450  4.407881  6.983893 -0.483306  0.406447 -0.969473
   6.1500  4.342479  6.893220 -0.524327  0.387721 -0.876579
   6.1550  4.618029  7.328374 -0.519842  0.354723 -0.842414
   6.1600  4.397922  7.310194 -0.556120  0.379484 -0.914266
   6.1650  4.390014  6.373313 -0.541044  0.374580 -0.926846
   6.1700  4.576854  6.533441 -0.588807  0.371186 -0.990250
   6.1750  4.146309  7.098596 -0.570564  0.381804 -0.955141
   6.1800  4.545723  6.302028 -0.573047  0.370971 -0.870153
   6.1850  4.659976  6.577653 -0.551807  0.387565 -0.917261
   6.1900  5.096247  6.521007 -0.507807  0.362041 -0.893301
   6.1950  4.552562  5.876885 -0.540308  0.352817 -0.949228
   6.2000  4.297228  7.037447 -0.546419  0.383864 -0.925883
   6.2050  4.478129  6.665516 -0.516041  0.363764 -0.982884
   6.2100  4.205720  6.490929 -0.521760  0.338584 -0.955929
   6.2150  4.487774  7.023062 -0.567415  0.365345 -0.948125
   6.2200  4.668232  5.965640 -0.567672  0.352107 -0.951918
   6.2250  4.381257  6.698939 -0.556001  0.342605 -1.023705
   6.2300  4.372473  6.103020 -0.510833  0.351717 -0.991116
   6.2350  4.354741  6.376912 -0.539941  0.349084 -0.909393
   6.2400  4.776652  6.217166 -0.539676  0.309348 -1.005830
   6.2450  4.285167  7.041570 -0.566604  0.339833 -0.924191
   6.2500  4.550336  6.364810 -0.563841  0.318747 -0.973777
   6.2550  4.477128  6.552552 -0.561250  0.346524 -0.899774
   6.2600  4.936920  6.954185 -0.562545  0.348790 -0.965202
   6.2650  4.539358  6.497433 -0.558975  0.308296 -1.011789
   6.2700  4.353538  6.401885 -0.520518  0.328275 -0.932991
   6.2750  4.904987  6.268810 -0.528706  0.331673 -0.977404
   6.2800  4.244772  6.487078 -0.503115  0.309844 -0.939057
   6.2850  4.439024  6.423723 -0.575049  0.320818 -1.030428
   6.2900  4.167304  6.267044 -0.533283  0.321416 -0.947599
   6.2950  4.359053  7.065458 -0.582346  0.328801 -0.887007
   6.3000  4.560847  6.168977 -0.550466  0.321932 -0.944082
   6.3050  4.469316  6.589582 -0.571560  0.306359 -0.940761
   6.3100  4.525836  6.736048 -0.592765  0.318551 -1.075106
   6.3150  4.673503  6.403566 -0.563098  0.305668 -0.890658
   6.3200  4.363901  6.587223 -0.510222  0.317693 -1.014763
   6.3250  4.629355  6.979465 -0.535104  0.298686 -1.041299
   6.3300  4.208018  6.303162 -0.510615  0.304001 -0.948731
   6.3350  4.436477  5.792976 -0.512827  0.315281 -1.036489
   6.3400  4.561259  6.442403 -0.571838  0.303544 -0.950728
   6.3450  4.117120  6.467321 -0.591432  0.283510 -0.956024
   6.3500  4.162169  6.505252 -0.552040  0.286421 -0.875185
   6.3550  4.311924  6.204222 -0.547487  0.275423 -1.056718
   6.3600  4.477886  6.230746 -0.560882  0.309002 -0.945616
   6.3650  4.190260  5.891329 -0.563237  0.298592 -0.930825
   6.3700  4.316566  6.721985 -0.511631  0.253913 -0.938700
   6.3750  3.888749  6.089326 -0.538737  0.285838 -1.042282
   6.3800  4.113916  6.695024 -0.591147  0.285544 -0.916231
   6.3850  4.508539  6.534533 -0.583821  0.252723 -0.935658
   6.3900  4.177685  6.347943 -0.587528  0.254963 -0.925829
   6.3950  4.599246  6.339763 -0.502700  0.271652 -1.044472
   6.4000  4.545120  6.555789 -0.577281  0.262290 -0.970495
   6.4050  4.207114  6.504959 -0.561412  0.248520 -0.905451
   6.4100  4.350243  6.603205 -0.575000  0.280655 -0.887240
   6.4150  4.106958  6.577988 -0.611643  0.262197 -0.894316
   6.4200  4.321485  5.990850 -0.538695  0.260699 -0.976868
   6.4250  4.226864  6.344186 -0.556864  0.239787 -1.011573
   6.4300  4.218057  6.316408 -0.563616  0.241263 -1.070326
   6.4350  4.054065  6.455074 -0.613940  0.238612 -1.037881
   6.4400  4.674801  6.054711 -0.572831  0.246949 -0.942594
   6.4450  4.051597  6.680954 -0.515259  0.230486 -0.954943
   6.4500  4.684566  6.486136 -0.551621  0.218204 -0.926770
   6.4550  4.266028  6.059178 -0.565846  0.246181 -0.964919
   6.4600  4.380252  6.432886 -0.619002  0.207526 -0.944838
   6.4650  4.537490  6.763234 -0.598071  0.227588 -0.919536
   6.4700  4.063217  5.983288 -0.580756  0.230977 -0.945420
   6.4750  4.226778  6.824267 -0.596779  0.223241 -0.974749
   6.4800  4.473974  6.765894 -0.559950  0.215641 -0.950896
   6.4850  4.205724  6.153433 -0.575946  0.241610 -1.077961
   6.4900  4.318747  6.053415 -0.544111  0.220498 -0.911249
   6.4950  4.356972  6.218429 -0.599805  0.220651 -0.974531
   6.5000  4.101653  6.333087 -0.563085  0.202168 -1.015652
   6.5050  4.125392  6.415486 -0.607952  0.195712 -0.949775
   6.5100  4.733819  6.429286 -0.548334  0.216826 -1.016896
   6.5150  4.389277  6.100572 -0.575812  0.203577 -1.027247
   6.5200  4.362743  6.492557 -0.526861  0.185179 -1.079970
   6.5250  4.249159  6.379386 -0.630296  0.200856 -1.007839
   6.5300  3.789186  6.179904 -0.630502  0.188356 -1.013757
   6.5350  4.059077  6.228661 -0.563028  0.190283 -0.973117
   6.5400  4.120275  5.900606 -0.549388  0.159959 -0.896369
   6.5450  4.184542  6.058155 -0.572455  0.185820 -0.940644
   6.5500  4.135923  6.099669 -0.580027  0.176737 -0.887863
   6.5550  4.209702  6.255329 -0.582333  0.173715 -0.934613
   6.5600  3.983414  5.545030 -0.585437  0.180106 -1.064480
   6.5650  4.332485  6.237183 -0.641810  0.166098 -1.014349
   6.5700  4.277570  6.271911 -0.579982  0.159267 -0.968792
   6.5750  4.014850  6.551461 -0.616315  0.159830 -1.047540
   6.5800  4.427184  6.852893 -0.602140  0.156595 -1.038511
   6.5850  4.202992  6.577215 -0.598769  0.160739 -0.986832
   6.5900  4.592077  6.414578 -0.577582  0.157133 -0.883215
   6.5950  4.123890  5.726589 -0.557480  0.158459 -0.963394
   6.6000  3.937514  6.099759 -0.616353  0.148161 -1.045136
   6.6050  4.490617  6.266063 -0.611072  0.149294 -1.029789
   6.6100  4.114586  6.305469 -0.570533  0.141721 -1.057344
   6.6150  3.731656  6.184770 -0.586062  0.128115 -0.962144
   6.6200  4.130352  5.833220 -0.598949  0.133428 -0.999797
   6.6250  4.142936  6.255440 -0.611898  0.137976 -0.985501
   6.6300  3.984900  6.437398 -0.566618  0.130024 -1.008550
   6.6350  4.334395  6.152315 -0.644684  0.123188 -1.039616
   6.6400  4.396118  6.868217 -0.576387  0.126309 -0.979141
   6.6450  4.000881  5.985134 -0.608175  0.129194 -1.033208
   6.6500  4.541534  6.728251 -0.637902  0.124248 -0.993974
   6.6550  3.914480  5.975654 -0.619822  0.109242 -1.025094
   6.6600  3.884699  5.984466 -0.584839  0.116136 -0.988591
   6.6650  4.497301  6.372957 -0.643547  0.104784 -0.963042
   6.6700  3.824196  5.921151 -0.613841  0.111490 -1.051985
   6.6750  4.463863  6.337935 -0.558572  0.104911 -0.917294
   6.6800  4.259917  6.016413 -0.573514  0.108679 -1.050800
   6.6850  4.464470  6.308694 -0.593099  0.098692 -1.008723
   6.6900  4.048010  6.279595 -0.555850  0.104430 -1.031102
   6.6950  4.266387  6.223865 -0.593645  0.097215 -1.024573
   6.7000  3.956882  5.514772 -0.605514  0.084503 -0.882887
   6.7050  4.228031  5.858642 -0.624181  0.091004 -0.963227
   6.7100  4.249979  6.125076 -0.559127  0.094721 -1.001477
   6.7150  4.282951  6.208923 -0.628789  0.087087 -0.968264
   6.7200  4.056730  6.370003 -0.547546  0.082808 -0.960962
   6.7250  4.007060  6.215350 -0.619041  0.074792 -1.009712
   6.7300  4.100034  6.423921 -0.627331  0.074569 -0.875442
   6.7350  4.461944  6.109952 -0.573174  0.066829 -0.944940
   6.7400  4.377804  5.621910 -0.628898  0.069543 -0.957458
   6.7450  4.092746  6.447079 -0.611706  0.065130 -1.033831
   6.7500  3.849871  6.143292 -0.576071  0.062367 -0.962104
   6.7550  4.009388  5.875878 -0.634189  0.058788 -1.005497
   6.7600  3.974920  6.182058 -0.581397  0.057123 -1.006671
   6.7650  4.138851  6.106548 -0.589370  0.054902 -1.004343
   6.7700  3.921322  5.874784 -0.599386  0.047619 -1.047002
   6.7750  4.027617  5.701902 -0.564275  0.047907 -0.927858
   6.7800  4.314476  5.922400 -0.578074  0.047401 -0.987120
   6.7850  4.375368  6.514298 -0.620512  0.041289 -1.024323
   6.7900  4.103459  5.912613 -0.623443  0.035856 -1.023401
   6.7950  3.943881  6.359120 -0.569765  0.032198 -0.924906
   6.8000  3.980166  6.628815 -0.580184  0.029632 -1.046190
   6.8050  3.966140  6.511587 -0.601000  0.028358 -0.940647
   6.8100  4.068428  5.837279 -0.574119  0.023163 -0.983770
   6.8150  4.200532  6.537457 -0.611612  0.021523 -0.890275
   6.8200  4.189578  5.795280 -0.561256  0.016971 -1.005041
   6.8250  4.038018  5.847244 -0.645624  0.016217 -0.955781
   6.8300  4.192353  5.613868 -0.631880  0.012374 -1.001831
   6.8350  3.954315  6.176442 -0.632974  0.008940 -0.967539
   6.8400  4.350902  6.332812 -0.564020  0.006528 -1.085130
   6.8450  3.758911  5.586172 -0.619524  0.003665 -1.020923
   6.8500  3.985612  5.886604 -0.590673  0.000756 -1.016019
   6.8550  4.238599  6.418492 -0.562127 -0.002292 -0.981675
   6.8600  4.267403  6.285356 -0.602361 -0.005518 -1.022543
   6.8650  3.945280  5.992364 -0.587427 -0.008129 -0.898278
   6.8700  4.046205  5.350182 -0.593575 -0.011185 -0.993660
   6.8750  4.523101  5.601863 -0.594036 -0.014336 -1.006202
   6.8800  4.062978  6.484710 -0.621696 -0.019514 -0.901772
   6.8850  4.347120  5.883061 -0.620992 -0.021534 -0.950153
   6.8900  3.921185  6.263255 -0.531295 -0.024566 -0.923530
   6.8950  3.555098  5.983827 -0.600682 -0.026954 -0.966967
   6.9000  4.191806  6.077052 -0.615382 -0.029931 -1.147394
   6.9050  4.159071  5.860868 -0.588792 -0.031440 -0.947756
   6.9100  4.310430  6.181910 -0.623774 -0.035940 -0.987562
   6.9150  3.978651  6.447955 -0.626381 -0.035185 -0.928136
   6.9200  3.922269  5.267007 -0.644482 -0.040835 -0.940376
   6.9250  4.276033  5.754934 -0.593658 -0.043129 -0.953984
   6.9300  4.287429  5.758766 -0.564548 -0.045651 -0.964687
   6.9350  4.297355  5.715410 -0.605515 -0.052186 -0.981881
   6.9400  4.076029  6.137532 -0.581636 -0.052249 -0.908508
   6.9450  4.065400  7.084513 -0.596993 -0.060585 -0.937646
   6.9500  3.918864  6.024565 -0.576736 -0.061324 -1.039805
   6.9550  4.391295  6.289509 -0.641898 -0.063539 -0.962911
   6.9600  3.937782  6.024248 -0.632285 -0.063867 -0.937200
   6.9650  3.930155  6.003339 -0.598167 -0.065279 -1.001724
   6.9700  4.109185  5.180158 -0.577541 -0.073774 -0.992994
   6.9750  3.759564  5.829587 -0.614557 -0.075123 -0.961484
   6.9800  3.955358  5.517471 -0.643144 -0.072663 -0.954218
   6.9850  4.417580  6.546234 -0.654546 -0.079217 -1.004877
   6.9900  4.252908  6.692755 -0.636491 -0.081019 -0.991645
   6.9950  4.220484  5.971095 -0.620905 -0.082787 -0.957701
