0.0000 486.1894 461.7690 0.2990 0.0013 0.9625 500.0000 499.8125 1.5694
0.0050 483.3602 489.9745 0.2860 0.0028 1.0767 499.9997 499.6250 1.5680
0.0100 497.9847 508.5069 0.2913 0.0040 0.9805 499.9992 499.4375 1.5666
0.0150 493.6717 502.7820 0.2677 0.0054 0.9864 499.9984 499.2500 1.5652
0.0200 530.5282 508.2208 0.2890 0.0071 0.9978 499.9974 499.0625 1.5639
0.0250 495.2187 508.7710 0.2933 0.0077 1.0068 499.9961 498.8750 1.5625
0.0300 478.9727 474.5974 0.2891 0.0095 1.0224 499.9945 498.6875 1.5611
0.0350 473.5354 482.3657 0.2772 0.0112 1.0069 499.9927 498.5000 1.5597
0.0400 505.2138 525.1402 0.2692 0.0117 1.1123 499.9906 498.3125 1.5583
0.0450 498.5167 471.8627 0.2725 0.0145 0.9784 499.9883 498.1251 1.5569
0.0500 471.0615 489.7996 0.2667 0.0149 0.9693 499.9857 497.9376 1.5555
0.0550 506.6966 492.6377 0.2700 0.0179 0.9728 499.9828 497.7501 1.5541
0.0600 549.3546 510.1926 0.2670 0.0178 1.0469 499.9797 497.5626 1.5527
0.0650 510.1149 502.9239 0.2716 0.0197 0.9995 499.9763 497.3751 1.5514
0.0700 486.6669 501.6668 0.2726 0.0201 0.9278 499.9727 497.1877 1.5500
0.0750 491.3509 477.9013 0.2771 0.0227 0.9758 499.9688 497.0002 1.5486
0.0800 484.3570 481.9102 0.2469 0.0256 1.0800 499.9646 496.8128 1.5472
0.0850 510.6486 493.4835 0.2778 0.0258 0.9427 499.9602 496.6253 1.5458
0.0900 488.6529 478.4631 0.2668 0.0267 0.9970 499.9555 496.4379 1.5444
0.0950 481.2637 516.8737 0.2587 0.0265 0.9556 499.9505 496.2504 1.5430
0.1000 490.9250 470.2818 0.2652 0.0310 0.9567 499.9453 496.0630 1.5416
0.1050 478.4916 507.6864 0.2798 0.0330 0.9566 499.9398 495.8756 1.5402
0.1100 485.2983 449.4766 0.2813 0.0301 1.0945 499.9341 495.6882 1.5389
0.1150 487.7718 514.7658 0.2943 0.0330 1.0024 499.9281 495.5008 1.5375
0.1200 530.9120 491.2941 0.2627 0.0323 1.0373 499.9219 495.3134 1.5361
0.1250 485.0422 489.3482 0.2620 0.0353 0.9319 499.9154 495.1260 1.5347
0.1300 487.0202 522.3104 0.3084 0.0378 0.9988 499.9086 494.9386 1.5333
0.1350 497.4827 533.1593 0.2759 0.0414 0.9827 499.9016 494.7513 1.5319
0.1400 529.7045 539.5968 0.2742 0.0384 0.9505 499.8943 494.5639 1.5305
0.1450 508.5709 507.7832 0.2614 0.0410 0.9956 499.8867 494.3765 1.5291
0.1500 450.2505 535.6516 0.2837 0.0434 1.0276 499.8789 494.1892 1.5277
0.1550 494.8765 460.1103 0.2880 0.0460 0.9326 499.8709 494.0019 1.5264
0.1600 521.3606 504.9400 0.2855 0.0493 1.0555 499.8625 493.8146 1.5250
0.1650 529.8533 490.0178 0.2698 0.0482 0.9806 499.8539 493.6273 1.5236
0.1700 442.2133 496.8836 0.2698 0.0503 0.9193 499.8451 493.4400 1.5222
0.1750 513.6340 462.1101 0.2701 0.0479 1.0211 499.8360 493.2527 1.5208
0.1800 491.6399 545.0346 0.2970 0.0492 0.9357 499.8266 493.0654 1.5194
0.1850 517.4247 494.8878 0.3060 0.0523 1.0073 499.8170 492.8782 1.5180
0.1900 494.4483 511.7834 0.2876 0.0542 0.9321 499.8071 492.6909 1.5166
0.1950 476.4629 547.9208 0.2912 0.0489 1.0265 499.7969 492.5037 1.5152
0.2000 452.6798 476.0420 0.2614 0.0621 0.9966 499.7865 492.3165 1.5139
0.2050 461.7499 487.0988 0.2988 0.0588 1.0339 499.7758 492.1293 1.5125
0.2100 502.8831 494.0353 0.3034 0.0605 1.0673 499.7649 491.9421 1.5111
0.2150 488.4957 521.7974 0.2969 0.0626 0.9950 499.7537 491.7550 1.5097
0.2200 536.9557 503.0926 0.2548 0.0619 1.0392 499.7423 491.5678 1.5083
0.2250 514.0121 502.1663 0.2924 0.0674 1.0224 499.7306 491.3807 1.5069
0.2300 454.0221 518.3009 0.2757 0.0628 0.9927 499.7186 491.1936 1.5055
0.2350 518.1067 478.6518 0.2555 0.0663 1.0136 499.7064 491.0065 1.5041
0.2400 510.1484 506.8547 0.2687 0.0725 1.0448 499.6939 490.8194 1.5027
0.2450 528.9730 528.6051 0.2772 0.0717 1.0439 499.6811 490.6323 1.5014
0.2500 476.2635 487.3364 0.2953 0.0754 1.0454 499.6681 490.4453 1.5000
0.2550 477.9037 478.5319 0.2845 0.0757 1.0177 499.6548 490.2582 1.4986
0.2600 523.0687 546.4829 0.2669 0.0760 1.0275 499.6413 490.0712 1.4972
0.2650 487.7244 480.5393 0.2812 0.0766 1.0044 499.6275 489.8842 1.4958
0.2700 451.7608 495.3662 0.2711 0.0762 0.9450 499.6135 489.6973 1.4944
0.2750 524.7060 519.6955 0.2897 0.0774 0.9500 499.5992 489.5103 1.4930
0.2800 500.0843 482.3007 0.2869 0.0775 0.9321 499.5846 489.3234 1.4916
0.2850 475.6483 513.9626 0.2706 0.0813 0.9220 499.5698 489.1365 1.4902
0.2900 462.5776 452.1981 0.2545 0.0852 0.9952 499.5547 488.9496 1.4889
0.2950 462.7449 523.4326 0.2786 0.0837 0.9690 499.5393 488.7627 1.4875
0.3000 515.2298 514.8610 0.2680 0.0901 0.9539 499.5237 488.5758 1.4861
0.3050 480.0119 495.1423 0.2701 0.0843 0.9285 499.5079 488.3890 1.4847
0.3100 520.9495 479.2229 0.2920 0.0854 0.9388 499.4917 488.2022 1.4833
