 0.000000  4.617427  4.183183 -0.000000  1.018057 -0.000000  0.500000  0.499955 -0.004531 
 0.005000  4.497698  4.485497  0.000000  1.013539 -0.000000  0.500000  0.499945 -0.001235 
 0.010000  4.464353  4.563593  0.000000  1.009029 -0.000000  0.500000  0.499881 -0.001030 
 0.015000  4.615955  4.372394  0.000000  0.936875 -0.000000  0.500000  0.499762 -0.000862 
 0.020000  4.721244  4.719227  0.000000  1.002384 -0.000000  0.500000  0.499643 -0.000713 
 0.025000  4.167897  4.300614  0.000000  1.102759 -0.000000  0.500000  0.499523 -0.000581 
 0.030000  5.069367  4.521174  0.000000  1.011057 -0.000000  0.500000  0.499402 -0.000463 
 0.035000  4.759584  4.564740  0.000000  1.004905 -0.000000  0.500000  0.499280 -0.000360 
 0.040000  4.518258  4.737374  0.000000  0.974358 -0.000000  0.500000  0.499159 -0.000270 
 0.045000  4.599886  4.366423  0.000000  1.038864 -0.000000  0.500000  0.499036 -0.000194 
 0.050000  4.810736  4.926898  0.000000  0.934785 -0.000000  0.500000  0.498914 -0.000131 
 0.055000  4.968756  4.457230  0.000000  0.908772 -0.000000  0.500000  0.498790 -0.000082 
 0.060000  4.801930  4.585108  0.000000  1.051862 -0.000000  0.500000  0.498667 -0.000045 
 0.065000  4.777309  4.359500  0.000000  1.042418 -0.000000  0.500000  0.498542 -0.000022 
 0.070000  5.138154  4.385896  0.000000  0.981705 -0.000000  0.500000  0.498418 -0.000011 
 0.075000  4.423982  4.430606  0.000000  0.987548 -0.000000  0.500000  0.498293 -0.000013 
 0.080000  4.594941  4.520570  0.000000  0.969388 -0.000000  0.500000  0.498167 -0.000028 
 0.085000  4.977027  4.742046  0.000000  1.040367 -0.000000  0.500000  0.498041 -0.000057 
 0.090000  4.733460  4.587817  0.000000  1.008854 -0.000000  0.500000  0.497915 -0.000098 
 0.095000  4.840862  4.805824  0.000000  0.985120 -0.000000  0.500000  0.497788 -0.000152 
 0.100000  4.988051  4.358123  0.000000  0.987144 -0.000000  0.500000  0.497661 -0.000219 
 0.105000  4.808635  4.645905  0.000000  0.867828 -0.000000  0.500000  0.497533 -0.000300 
 0.110000  5.081979  4.407427  0.000000  1.042833 -0.000000  0.500000  0.497405 -0.000393 
 0.115000  4.555281  4.639951  0.000000  0.967339 -0.000000  0.500000  0.497277 -0.000482 
 0.120000  5.101734  4.486678  0.000000  1.115394 -0.000000  0.500000  0.497155 -0.000376 
 0.125000  4.757264  4.743769  0.000000  0.993603 -0.000000  0.500000  0.497034 -0.000284 
 0.130000  4.874639  4.515857  0.000000  0.930829 -0.000000  0.500000  0.496911 -0.000207 
 0.135000  4.786098  4.402103  0.000000  0.988774 -0.000000  0.500000  0.496789 -0.000144 
 0.140000  4.355783  4.420502  0.000000  1.014377 -0.000000  0.500000  0.496665 -0.000094 
 0.145000  4.694079  4.625054  0.000000  1.061541 -0.000000  0.500000  0.496542 -0.000059 
 0.150000  4.478586  4.763874  0.000000  0.960300 -0.000000  0.500000  0.496418 -0.000037 
 0.155000  4.399045  4.536126  0.000000  1.062236 -0.000000  0.500000  0.496293 -0.000028 
 0.160000  4.937576  4.901191  0.000000  0.966118 -0.000000  0.500000  0.496168 -0.000032 
 0.165000  4.419789  4.118308  0.000000  1.015113 -0.000000  0.500000  0.496042 -0.000049 
 0.170000  4.926898  4.360899  0.000000  1.013467 -0.000000  0.500000  0.495916 -0.000080 
 0.175000  4.472517  4.601845  0.000000  1.041064 -0.000000  0.500000  0.495789 -0.000124 
 0.180000  4.680146  4.968752  0.000000  0.978536 -0.000000  0.500000  0.495663 -0.000181 
 0.185000  4.590065  4.508295  0.000000  1.069974 -0.000000  0.500000  0.495535 -0.000251 
 0.190000  4.379073  4.572282  0.000000  1.005700 -0.000000  0.500000  0.495407 -0.000335 
 0.195000  4.550882  4.907202  0.000000  0.990308 -0.000000  0.500000  0.495279 -0.000431 
 0.200000  4.730292  4.714509  0.000000  1.088446 -0.000000  0.500000  0.495154 -0.000437 
 0.205000  4.497687  4.923753  0.000000  1.069125 -0.000000  0.500000  0.495032 -0.000338 
 0.210000  4.876684  4.563909  0.000000  0.950162 -0.000000  0.500000  0.494910 -0.000253 
 0.215000  4.913143  4.508482  0.000000  0.995656 -0.000000  0.500000  0.494788 -0.000181 
 0.220000  4.375053  4.443525  0.000000  0.938275 -0.000000  0.500000  0.494665 -0.000123 
 0.225000  4.851554  4.584437  0.000000  0.984397 -0.000000  0.500000  0.494542 -0.000079 
 0.230000  4.868813  4.383873  0.000000  0.997970 -0.000000  0.500000  0.494418 -0.000048 
 0.235000  4.735890  4.490183  0.000000  0.980954 -0.000000  0.500000  0.494293 -0.000030 
 0.240000  4.470970  4.552158  0.000000  0.964828 -0.000000  0.500000  0.494169 -0.000025 
 0.245000  4.522473  5.036266  0.000000  0.966053 -0.000000  0.500000  0.494043 -0.000033 
 0.250000  4.987722  4.566767  0.000000  1.040657 -0.000000  0.500000  0.493918 -0.000054 
 0.255000  4.960225  4.452395  0.000000  1.017781 -0.000000  0.500000  0.493791 -0.000088 
 0.260000  4.849512  4.741792  0.000000  1.048910 -0.000000  0.500000  0.493665 -0.000135 
 0.265000  4.766373  4.468994  0.000000  1.141203 -0.000000  0.500000  0.493538 -0.000196 
 0.270000  4.729043  4.373582  0.000000  1.079609 -0.000000  0.500000  0.493410 -0.000269 
 0.275000  4.610196  4.456314  0.000000  0.992817 -0.000000  0.500000  0.493282 -0.000356 
 0.280000  4.854438  4.433548  0.000000  1.023777 -0.000000  0.500000  0.493154 -0.000456 
 0.285000  4.611947  4.756657  0.000000  1.006521 -0.000000  0.500000  0.493032 -0.000359 
 0.290000  4.569522  4.379149  0.000000  0.992027 -0.000000  0.500000  0.492910 -0.000273 
 0.295000  4.844422  4.168143  0.000000  0.978045 -0.000000  0.500000  0.492788 -0.000200 
 0.300000  4.681978  4.449262  0.000000  1.006583 -0.000000  0.500000  0.492665 -0.000138 
 0.305000  4.584089  4.693787  0.000000  1.011255 -0.000000  0.500000  0.492542 -0.000089 
 0.310000  4.995782  4.551924  0.000000  1.052973 -0.000000  0.500000  0.492418 -0.000052 
 0.315000  4.512848  4.731611  0.000000  0.932951 -0.000000  0.500000  0.492294 -0.000028 
 0.320000  5.327979  4.562479  0.000000  1.054185 -0.000000  0.500000  0.492169 -0.000016 
 0.325000  4.921629  4.609430  0.000000  1.065764 -0.000000  0.500000  0.492044 -0.000016 
 0.330000  4.678681  4.653131  0.000000  0.986185 -0.000000  0.500000  0.491919 -0.000029 
 0.335000  4.804850  4.499782  0.000000  1.055736 -0.000000  0.500000  0.491793 -0.000055 
 0.340000  4.383690  4.448047  0.000000  0.907629 -0.000000  0.500000  0.491667 -0.000093 
 0.345000  4.471660  4.401832  0.000000  0.956206 -0.000000  0.500000  0.491540 -0.000145 
 0.350000  4.436552  4.302775  0.000000  1.031374 -0.000000  0.500000  0.491413 -0.000209 
 0.355000  4.424676  4.318935  0.000000  1.022049 -0.000000  0.500000  0.491285 -0.000287 
 0.360000  4.857853  4.461992  0.000000  0.975786 -0.000000  0.500000  0.491157 -0.000377 
 0.365000  4.408766  4.334004  0.000000  1.042459 -0.000000  0.500000  0.491028 -0.000481 
 0.370000  4.799337  4.595833  0.000000  0.935050 -0.000000  0.500000  0.490907 -0.000378 
 0.375000  4.711844  4.905068  0.000000  0.988476 -0.000000  0.500000  0.490785 -0.000287 
 0.380000  4.635186  4.501444  0.000000  0.980034 -0.000000  0.500000  0.490663 -0.000210 
 0.385000  4.691974  4.624559  0.000000  0.996295 -0.000000  0.500000  0.490540 -0.000147 
 0.390000  4.594272  4.384471  0.000000  1.065666 -0.000000  0.500000  0.490417 -0.000097 
 0.395000  4.766449  4.755586  0.000000  0.981562 -0.000000  0.500000  0.490294 -0.000060 
